id,script,inflection,comment,type,suppress
1307,43,m,time - mins,mins,
1308,44,m,time - mins,mins,
1309,45,m,time - mins,mins,
1310,46,m,time - mins,mins,
1311,47,m,time - mins,mins,
1312,48,m,time - mins,mins,
1313,49,m,time - mins,mins,
1314,50,m,time - mins,mins,
1315,51,m,time - mins,mins,
1316,52,m,time - mins,mins,
1317,53,m,time - mins,mins,
1318,54,m,time - mins,mins,
1319,55,m,time - mins,mins,
1320,56,m,time - mins,mins,
1321,57,m,time - mins,mins,
1322,58,m,time - mins,mins,
1323,59,m,time - mins,mins,
1324,00 - hundred,m,time - mins,mins,
1325,00 - hundred-hours,m,time - mins,mins,
1326,via Maidstone East,"s,m",,,
1327,via Maidstone East,e,,,
1328,via Maidstone East and Ashford International,"s,m",,,
1329,via Maidstone East and Ashford International,e,,,
1330,platform a,s,,platform,
1331,platform b,s,,platform,
1332,platform c,s,,platform,
1333,platform d,s,,platform,
1334,platform a,e,,platform,
1335,platform b,e,,platform,
1336,platform c,e,,platform,
1337,platform d,e,,platform,
1338,Waterloo East. This is Waterloo East.,w,,,
1339,London Waterloo East. This is London Waterloo East.,w,,,
1340,northern trains,m,,toc,
1341,northern trains,e,,toc,
1342,northern trains service to,m,,toc,
1343,northern trains service from,m,,toc,
1344,the train now at,s,,,
1364,services are subject to delays and possible cancellations,w,,,
1365,west anglia and great northern,e,,toc,
1368,DBG - Dunbridge,m,,station,
1386,the train now at,s,,,
1390,this train is the service from (old),s,,,
1400,sfx - silent then click?,,,,
1401,ABD,e,,station,
1402,ACR,e,,station,
1403,"ADC,ADL",e,,station,
1404,AWK,e,,station,
1405,ALF (old),e,,station,
1406,Allerton,e,,station,
1407,AHT,e,,station,
1408,ALP,e,,station,
1409,ANN,e,,station,
1410,AFV,e,,station,
1411,APP,e,,station,
1412,APB,e,,station,
1413,ARB,e,,station,
1414,ADK,e,,station,
1415,AWT,e,,station,
1416,ARR,e,,station,
1417,ABY,e,,station,
1418,AHN,e,,station,
1419,ATN,e,,station,
1420,ATB,e,,station,
1421,KTL,e,,station,
1422,AUK,e,,station,
1423,AYR,e,,station,
1424,BLD,e,,station,
1425,BMB,e,,station,
1426,BAM,e,,station,
1427,BAN,e,,station,
1428,BAR,e,,station,
1429,BTB,e,,station,
1430,BNY,e,,station,
1431,BRR,e,,station,
1432,BRL,e,,station,
1433,BSK,e,,station,
1434,BTL,e,,station,
1435,BDM,e,,station,
1436,BEE,e,,station,
1437,BLV,e,,station,
1438,BEM,e,,station,
1439,BEY,e,,station,
1440,BEN,e,,station,
1441,"BTY,BYK",e,,station,
1442,BBW,e,,station,
1443,BRK,e,,station,
1444,BWK,e,,station,
1445,BES,e,,station,
1446,BEV,e,,station,
1447,BIL,e,,station,
1448,BIY,e,,station,
1449,BWD,e,,station,
1450,BHI,e,,station,
1451,BHM,e,,station,
1452,BUX,e,,station,
1453,BBN,e,,station,
1454,BPN,e,,station,
1455,BPB,e,,station,
1456,BPS,e,,station,
1457,BCV,e,,station,
1458,BLK,e,,station,
1459,BOD,e,,station,
1460,BON,e,,station,
1462,BSN,e,,station,
1463,BMH,e,,station,
1465,BDQ,e,,station,
1466,BDI,e,,station,
1467,"BMY,BLE",e,,station,
1468,BSM,e,,station,
1469,BDY,e,,station,
1470,BGN,e,,station,
1471,BWT,e,,station,
1472,BDT,e,,station,
1473,BTN,e,,station,
1474,CAR,e,,station,
1475,CHN,e,,station,
1476,BNT,e,,station,
1477,BPW,e,,station,
1478,BRI,e,,station,
1479,RBS,e,,station,
1480,BGE,e,,station,
1481,BCU,e,,station,
1482,BHS,e,,station,
1484,BNR,e,,station,
1485,BMF,e,,station,
1486,BUH,e,,station,
1487,BGL,e,,station,
1488,BUY,e,,station,
1489,BUW,e,,station,
1490,BNA,e,,station,
1492,BYM,e,,station,
1495,BUT,e,,station,
1496,BSE,e,,station,
1497,CBN,e,,station,
1498,CBG,e,,station,
1499,Cardiff,e,,station,
1500,DBR,e,,station,
1501,CDF,e,,station,
1502,CDQ,e,,station,
1503,DHM (old),e,,station,
1504,CAR,e,,station,
1505,CNF,e,,station,
1506,CAN,e,,station,
1507,CRS,e,,station,
1508,CFD,e,,station,
1509,CAS,e,,station,
1510,CTL,e,,station,
1511,CLN,e,,station,
1512,CSR,e,,station,
1513,CNM,e,,station,
1514,CYT,e,,station,
1515,CTR,e,,station,
1516,CHD,e,,station,
1517,CLS,e,,station,
1518,CLY,e,,station,
1520,CHF,e,,station,
1521,CTW,e,,station,
1522,CTK,e,,station,
1523,ESM,e,,station,
1524,CPY,e,,station,
1525,CLE,e,,station,
1526,CLI,e,,station,
1527,CNS,e,,station,
1528,CEY,e,,station,
1530,COT,e,,station,
1531,COV,e,,station,
1532,CRE,e,,station,
1533,CFL,e,,station,
1534,CRG,e,,station,
1535,CMY,e,,station,
1536,CWE,e,,station,
1537,CUP,e,,station,
1538,DSY,e,,station,
1539,DAR,e,,station,
1540,DAN,e,,station,
1541,DRT,e,,station,
1542,DWL,e,,station,
1543,DWW,e,,station,
1544,DGT,e,,station,
1545,DHN,e,,station,
1546,DBD,e,,station,
1547,DNT,e,,station,
1548,DBY,e,,station,
1549,DEW,e,,station,
1551,DID,e,,station,
1553,DOD,e,,station,
1554,DON,e,,station,
1555,DCH,e,,station,
1556,DOR,e,,station,
1557,DGS,e,,station,
1558,DRF,e,,station,
1559,DRO,e,,station,
1560,DMF,e,,station,
1561,DUN,e,,station,
1562,DEE,e,,station,
1563,DNL,e,,station,
1564,DHM,e,,station,
1565,EAG,e,,station,
1566,EAL,e,,station,
1567,ERL,e,,station,
1569,EBL,e,,station,
1570,ECR,e,,station,
1571,EDY,e,,station,
1572,EGF,e,,station,
1573,ESL,e,,station,
1575,ECC,e,,station,
1576,EDL,e,,station,
1577,EDG,e,,station,
1578,EDB,e,,station,
1581,ELR,e,,station,
1583,EXD,e,,station,
1584,FRF,e,,station,
1585,FKK,e,,station,
1587,FNW,e,,station,
1588,FEA,e,,station,
1589,FRY,e,,station,
1590,FIL,e,,station,
1591,FPK,e,,station,
1592,FZW,e,,station,
1593,FLI,e,,station,
1594,FZH,e,,station,
1595,Gainsborough,e,,station,
1596,GNB,e,,station,
1597,GBL,e,,station,
1598,GRF,e,,station,
1599,GGV,e,,station,
1600,GSD,e,,station,
1601,Gateshead Metrocentre,e,,station,
1604,GTW,e,,station,
1607,GIR,e,,station,
1608,Glasgow,e,,station,
1609,GLC,e,,station,
1610,GLQ,e,,station,
1611,GLZ,e,,station,
1612,GCR,e,,station,
1613,GOE,e,,station,
1614,GOO,e,,station,
1615,GTO,e,,station,
1616,GRA,e,,station,
1617,GYM,e,,station,
1618,GNF,e,,station,
1619,GEA,e,,station,
1620,GMD,e,,station,
1621,GMB,e,,station,
1623,GRN,e,,station,
1624,GUI,e,,station,
1625,GSY,e,,station,
1626,HAB,e,,station,
1627,HGF,e,,station,
1628,HED,e,,station,
1629,HFX,e,,station,
1630,HPN,e,,station,
1631,HPQ - Harwich Parkstone Quay,e,,station,
1632,HAT,e,,station,
1633,HMM,e,,station,
1634,HGT,e,,station,
1635,HPL,e,,station,
1636,Harwich,e,,station,
1637,HWC,e,,station,
1639,HFS,e,,station,
1640,HSG,e,,station,
1641,HVN,e,,station,
1643,"HAL,HYL",e,,station,
1644,HYM,m,,station,
1645,HDY,e,,station,
1646,HDG,e,,station,
1647,HBD,e,,station,
1648,HEC,e,,station,
1649,HLD,e,,station,
1650,HEL,e,,station,
1651,HES,e,,station,
1652,HEW,e,,station,
1653,HHB - Heysham,e,,station,
1654,HHB,e,,station,
1655,HIG,e,,station,
1656,HIN,e,,station,
1657,HIT,e,,station,
1658,HOY,e,,station,
1659,"HOP,HPE",e,,station,
1660,HBP,e,,station,
1661,HRS,e,,station,
1662,HIR,e,,station,
1663,HSC,e,,station,
1664,HGN,e,,station,
1665,HOW,e,,station,
1666,HBB,e,,station,
1667,HUD,e,,station,
1668,HUL,e,,station,
1669,HUP,e,,station,
1670,HCT,e,,station,
1671,HUB,e,,station,
1672,HUN,e,,station,
1673,HNX,e,,station,
1674,HUT,e,,station,
1675,HUY,e,,station,
1676,HYC,e,,station,
1677,HYT,e,,station,
1678,ILK,e,,station,
1679,INC,e,,station,
1680,INK,e,,station,
1681,INV,e,,station,
1682,IPS,e,,station,
1683,IRL,e,,station,
1684,KSL,e,,station,
1685,KEI,e,,station,
1686,KEN,e,,station,
1687,KNS,e,,station,
1688,KET,e,,station,
1689,KID,e,,station,
1690,KMK,e,,station,
1691,KLM,e,,station,
1692,KGX - Kings Cross,e,,station,
1693,KLN,e,,station,
1694,KSW,e,,station,
1695,KDY,e,,station,
1696,KRK,e,,station,
1697,KKM - Kirkham,e,,station,
1698,KKM,e,,station,
1700,KIV,e,,station,
1701,KVP,e,,station,
1702,KNA,e,,station,
1703,KNO,e,,station,
1704,LDY,e,,station,
1705,LAN,e,,station,
1706,LGW,e,,station,
1707,LGM,e,,station,
1708,LZB,e,,station,
1710,LMS,e,,station,
1711,LDS,e,,station,
1712,LEI,e,,station,
1713,LEU,e,,station,
1714,LEY,e,,station,
1715,LCN - Lincoln,e,,station,
1716,LSK,e,,station,
1717,LIC - Lichfield,e,,station,
1718,LIC,e,,station,
1719,LTV,e,,station,
1720,LTL,e,,station,
1721,LIV,e,,station,
1722,LOC,e,,station,
1724,EUS,e,,station,
1725,KGX,e,,station,
1726,MYB,e,,station,
1727,MOG - London Moorgate,e,,station,
1728,PAD,e,,station,
1729,STP,e,,station,
1730,London Underground services,e,,,
1731,LGK,e,,station,
1732,LGE,e,,station,
1733,LPR,e,,station,
1734,LOT,e,,station,
1735,LOH,e,,station,
1736,LOS,e,,station,
1737,LBO,e,,station,
1738,LWT,e,,station,
1739,LMR,e,,station,
1740,LUT,e,,station,
1741,LTN - Luton Airport,e,,station,
1742,LUX,e,,station,
1743,LTM,e,,station,
1744,MLT,e,,station,
1745,MIA,e,,station,
1746,MCO,e,,station,
1747,MAN,e,,station,
1748,MCV,e,,station,
1749,Manchester,e,,,
1750,MHR,e,,station,
1751,MNC,e,,station,
1752,MPL,e,,station,
1753,MSN,e,,station,
1754,MSK,e,,station,
1755,MAU,e,,station,
1756,MAY,e,,station,
1757,MHS,e,,station,
1758,MMO,e,,station,
1759,MNN,e,,station,
1760,MEO,e,,station,
1761,MEC,e,,station,
1762,MGM,e,,station,
1763,MCE,e,,station,
1764,MEX,e,,station,
1765,MIK,e,,station,
1766,MBR,e,,station,
1767,WHG,e,,station,
1768,MLH,e,,station,
1769,MIH,e,,station,
1770,MIR,e,,station,
1772,MTS,e,,station,
1773,MOG,e,,station,
1774,MSD,e,,station,
1775,MRP,e,,station,
1776,MCM,e,,station,
1777,MLY,e,,station,
1778,MPT,e,,station,
1779,MSS,e,,station,
1780,MSL,e,,station,
1781,MOS,e,,station,
1782,MSO,e,,station,
1783,MTH,e,,station,
1784,MYT,e,,station,
1785,NFN,e,,station,
1786,NTH,e,,station,
1787,NNG,e,,station,
1788,NCL (old),e,,station,
1789,NCE,e,,station,
1790,NCK,e,,station,
1791,NLN,e,,station,
1792,NMC,e,,station,
1793,NMN,e,,station,
1794,NWM,e,,station,
1795,"NWE,NWP",e,,station,
1796,NPD,e,,station,
1797,NQY,e,,station,
1798,NTA,e,,station,
1799,NAY,e,,station,
1800,NLW,e,,station,
1801,NOA,e,,station,
1802,NIT,e,,station,
1803,NOR,e,,station,
1804,Northern Ireland,e,,station,
1805,North Wales,e,,station,
1806,NTR,e,,station,
1807,NRW,e,,station,
1808,NOT,e,,station,
1809,SKW,e,,station,
1810,NUN,e,,station,
1811,SPA,e,,station,
1813,OXF,e,,station,
1814,OXN,e,,station,
1816,PAD - Paddington,e,,station,
1817,PDG,e,,station,
1818,PGN,e,,station,
1819,PNL,e,,station,
1820,PAR,e,,station,
1821,PBL,e,,station,
1823,PKS,e,,station,
1824,PAT,e,,station,
1825,Pendleton,e,,station,
1826,PNS,e,,station,
1827,PNZ,e,,station,
1828,PTH,e,,station,
1829,PBO,e,,station,
1830,PLS,e,,station,
1831,PLY,e,,station,
1832,PWW,e,,station,
1833,PFR,e,,station,
1834,PFM,e,,station,
1835,POT,e,,station,
1836,POO,e,,station,
1837,POP,e,,station,
1838,PLN,e,,station,
1839,PTA,e,,station,
1840,PTW - Prestwick,e,,station,
1841,PTL,e,,station,
1842,PFY,e,,station,
1843,PRE,e,,station,
1844,QUI,e,,station,
1845,RNH,e,,station,
1846,RVN,e,,station,
1847,RWC,e,,station,
1848,RDG,e,,station,
1849,RBS - Redcar British Steel,e,,station,
1850,RCC,e,,station,
1851,RCE,e,,station,
1853,RDN,e,,station,
1854,RED,e,,station,
1855,RET,e,,station,
1857,RIS,e,,station,
1858,ROB,e,,station,
1859,RCD,e,,station,
1860,ROC,e,,station,
1861,RML,e,,station,
1862,WBC,e,,station,
1863,RSG,e,,station,
1864,RMC,e,,station,
1865,WAS,e,,station,
1866,"ROT,Rotterdam CS",e,,station,
1867,RKT,e,,station,
1868,RRB,e,,station,
1869,WID,e,,station,
1870,SLD,e,,station,
1871,SAE,e,,station,
1872,SLB,e,,station,
1873,SAM,e,,station,
1874,SLW,e,,station,
1875,SNA,e,,station,
1876,Worcester,e,,station,
1878,SNK,e,,station,
1879,SQH,e,,station,
1880,SXY,e,,station,
1881,SCA,e,,station,
1882,SCU,e,,station,
1883,SEB,e,,station,
1884,SEA,e,,station,
1885,SEM,e,,station,
1886,SEC,e,,station,
1887,SBY,e,,station,
1888,SET,e,,station,
1889,SHF (old),e,,station,
1891,SIE,e,,station,
1892,SHY,e,,station,
1893,SRO,e,,station,
1894,SHR,e,,station,
1895,SLK,e,,station,
1896,SKG,e,,station,
1897,SKI,e,,station,
1898,SWT,e,,station,
1899,SLR,e,,station,
1900,SLO,e,,station,
1901,SMB,e,,station,
1903,SOL,e,,station,
1904,SBK,e,,station,
1905,SES,e,,station,
1906,Southampton Parkway,e,,station,
1907,SOU - Southampton,e,,station,
1908,SOP,e,,station,
1909,SOM,e,,station,
1911,SOW,e,,station,
1912,SPF,e,,station,
1913,SQU,e,,station,
1914,SYB,e,,station,
1915,SBE,e,,station,
1916,SVL,e,,station,
1917,SAC,e,,station,
1918,SMD,e,,station,
1919,SAS,e,,station,
1920,SAU,e,,station,
1921,SCR,e,,station,
1922,SER,e,,station,
1923,SHJ,e,,station,
1925,SON,e,,station,
1926,STT,e,,station,
1927,SVG,e,,station,
1928,STR,e,,station,
1929,SHC,e,,station,
1931,SRN,e,,station,
1932,SOT,e,,station,
1933,SPT,e,,station,
1934,SSM,e,,station,
1935,STK,e,,station,
1938,STN,e,,station,
1939,SUN,e,,station,
1941,SWA,e,,station,
1942,SWE,e,,station,
1943,"SNN,SWN",e,,station,
1944,TAM,e,,station,
1945,TAU,e,,station,
1946,TGM,e,,station,
1947,THI,e,,station,
1948,TBY,e,,station,
1949,TNS,e,,station,
1950,TNN,e,,station,
1951,TPC,e,,station,
1952,THC,e,,station,
1953,TVP,e,,station,
1954,TOD,e,,station,
1955,TQY,e,,station,
1956,TRR,e,,station,
1957,TOT,e,,station,
1958,TRA,e,,station,
1959,TRN,e,,station,
1960,TRU,e,,station,
1961,ULL,e,,station,
1962,URM,e,,station,
1963,WFL,e,,station,
1964,WKD,e,,station,
1965,WDN,e,,station,
1966,WKK,e,,station,
1967,WKF (old),e,,station,
1968,WRM,e,,station,
1969,WAC,e,,station,
1970,WET,e,,station,
1971,WEL,e,,station,
1972,WNN,e,,station,
1973,WSA,e,,station,
1974,WSM,e,,station,
1975,WEY,e,,station,
1976,WTB,e,,station,
1977,WBD,e,,station,
1978,WHN,e,,station,
1979,WID,e,,station,
1980,WGW,e,,station,
1981,WIN,e,,station,
1982,WDM,e,,station,
1983,Wisbech,e,,station,
1984,WVH,e,,station,
1985,WOM,e,,station,
1986,WDH,e,,station,
1987,WDS,e,,station,
1988,WLY,e,,station,
1989,WOO,e,,station,
1990,WOS,e,,station,
1991,WRK,e,,station,
1992,WRS,e,,station,
1993,YRM,e,,station,
1994,YRK,e,,station,
2000,Gateshead,e,,station,
2006,WBQ,e,,station,
2008,AGT,e,,station,
2009,AMY,e,,station,
2010,"AMS,Amsterdam",e,,station,
2011,ADV,e,,station,
2012,ANG,e,,station,
2013,ARU,e,,station,
2014,AVF,e,,station,
2015,BAB (old),e,,station,
2016,BAA,e,,station,
2017,BTH,e,,station,
2018,BEU,e,,station,
2019,BDH,e,,station,
2020,BIG,e,,station,
2021,BTE,e,,station,
2022,BOH,e,,station,
2023,BOE,e,,station,
2024,BOA,e,,station,
2025,BDN,e,,station,
2027,BNF,e,,station,
2028,Bristol,e,,station,
2030,"BXS,Brussels",e,,station,
2033,BUO,e,,station,
2035,CMN,e,,station,
2036,CLC,e,,station,
2037,CBY,e,,station,
2038,CPW,e,,station,
2039,CCH,e,,station,
2040,CHH,e,,station,
2041,CHR,e,,station,
2042,CLJ,e,,station,
2044,CSA,e,,station,
2045,Cowes,e,,station,
2046,CRW,e,,station,
2047,CKN,e,,station,
2048,DEN,e,,station,
2049,DMH,e,,station,
2050,DUR,e,,station,
2051,EWR,e,,station,
2052,EBN,e,,station,
2053,ENT,e,,station,
2054,EMS,e,,station,
2055,ESH,e,,station,
2056,EVE,e,,station,
2057,Exeter,e,,station,
2058,EXC,e,,station,
2059,FRM,e,,station,
2061,FNC,e,,station,
2062,FGT,e,,station,
2063,FNT,e,,station,
2064,FYS,e,,station,
2066,FSB,e,,station,
2067,FSG,e,,station,
2068,FGH,e,,station,
2069,FLE,e,,station,
2070,FOD,e,,station,
2071,FTN,e,,station,
2072,FFD,e,,station,
2073,FRO,e,,station,
2074,GIL (old),e,,station,
2075,GOD,e,,station,
2076,GBS,e,,station,
2077,GWN,e,,station,
2078,HME,e,,station,
2079,HAM,e,,station,
2080,HTF,e,,station,
2081,HSL (old),e,,station,
2082,HSK,e,,station,
2083,HGS,e,,station,
2084,HAV,e,,station,
2085,HVF,e,,station,
2087,HHE,e,,station,
2088,HXX - Heathrow Airport Express Road Coach,e,,station,
2089,HDE,e,,station,
2090,HER,e,,station,
2091,HEX,e,,station,
2092,HLS,e,,station,
2093,HNA,e,,station,
2094,HOL,e,,station,
2095,HON,e,,station,
2096,HOK,e,,station,
2097,HRH,e,,station,
2098,HOV,e,,station,
2099,IFI,e,,station,
2102,KYN,e,,station,
2104,KGM,e,,station,
2106,LKE,e,,station,
2107,LAC,e,,station,
2108,LIP,e,,station,
2109,LIS,e,,station,
2110,LIT,e,,station,
2111,LVN,e,,station,
2113,LLE,e,,station,
2114,LAS,e,,station,
2115,LBG,e,,station,
2116,LYP,e,,station,
2117,LYT,e,,station,
2118,ANF - Lyndhurst Road,e,,station,
2119,MAC,e,,station,
2120,MIC,e,,station,
2121,MLF,e,,station,
2122,MFH,e,,station,
2123,"MLB,MBK",e,,station,
2124,"MTN,MRT",e,,station,
2125,MIM,e,,station,
2126,MOR,e,,station,
2127,DBG - no 'and',e,,station,
2128,NTL,e,,station,
2129,NEM,e,,station,
2130,NUT,e,,station,
2133,"PBN,Paris",e,,station,
2134,PWY,e,,station,
2135,Paulsgrove,e,,station,
2136,PBY,e,,station,
2137,PMD,e,,station,
2138,PCD,e,,station,
2139,PNR,e,,station,
2140,PTR,e,,station,
2142,PIN,e,,station,
2143,POK,e,,station,
2144,PYC,e,,station,
2146,PTC,e,,station,
2147,PLD,e,,station,
2149,PMS,e,,station,
2150,PMH,e,,station,
2151,PRP,e,,station,
2152,PUL,e,,station,
2153,PUR,e,,station,
2154,PYL,e,,station,
2155,RDW,e,,station,
2156,RDB,e,,station,
2157,RDH,e,,station,
2158,ROM,e,,station,
2159,RLN,e,,station,
2160,RUN,e,,station,
2163,RYD,e,,station,
2164,RYP,e,,station,
2165,SAL,e,,station,
2166,SAN,e,,station,
2168,SRS,e,,station,
2170,SHN,e,,station,
2172,SHW,e,,station,
2173,SHE,e,,station,
2174,SHO,e,,station,
2175,SSE,e,,station,
2176,SKE,e,,station,
2178,SOU,e,,station,
2179,SOB,e,,station,
2180,South Wales,e,,station,
2181,SWK,e,,station,
2183,SDN,e,,station,
2184,RYR - St Johns,e,,station,
2186,STA,e,,station,
2187,SCS,e,,station,
2189,SUR,e,,station,
2190,SNW,e,,station,
2191,SWY,e,,station,
2192,SWG,e,,station,
2193,SWI,e,,station,
2194,TMC,e,,station,
2195,TEN,e,,station,
2197,TBD,e,,station,
2198,TIS,e,,station,
2199,TTN,e,,station,
2200,TRO,e,,station,
2201,UPW (old),e,,station,
2202,VIC - Victoria,e,,station,
2203,Wakefield,e,,station,
2204,WAL,e,,station,
2205,WBL,e,,station,
2206,WMN,e,,station,
2207,Warrington,e,,station,
2208,"WAT - Waterloo,WLO",e,,station,
2209,WBY,e,,station,
2210,WWO,e,,station,
2211,WSB,e,,station,
2212,WYB,e,,station,
2213,WHM,e,,station,
2214,WTL,e,,station,
2215,Wigan,e,,station,
2216,WML,e,,station,
2217,WIM,e,,station,
2218,WNF,e,,station,
2219,WTY,e,,station,
2220,WVF,e,,station,
2221,WLS,e,,station,
2222,WRH,e,,station,
2223,YMH,e,,station,
2224,YVJ (old),e,,station,
2225,AXM,e,,station,
2226,VXH,e,,station,
2227,WOK,e,,station,
2228,GLD,e,,station,
2229,SOA,e,,station,
2231,passengers are reminded that,s,,,
2232,network southeast,m,,toc,
2233,scotland,e,,,
2234,passengers are requested,s,,,
2235,not to board,m,,,
2236,the next train to arrive at,m,,,
2237,for its next journey,e,,,
2238,thank you for your cooperation,w,,,
