id,script,inflection,comment
8383,PRA,m,
8384,PTW,m,
8385,Princes Landing Stage,m,
8386,PFL,m,
8387,"QPK,QPW",m,
8388,RNF,m,
8389,RAN,m,
8390,RAV,m,
8391,RTN,m,
8392,RIC,m,
8393,RID,m,
8394,RFY,m,
8395,ROO,m,
8396,Roosendaal,m,
8397,RTY,m,
8398,RYB,m,
8399,RUF,m,
8400,Ruislip,m,
8401,RUE,m,
8402,RUT,m,
8403,RYR,m,
8404,RYH,m,
8405,SLT,m,
8406,SDW,m,
8407,SDR,m,
8408,SCT,m,
8409,SCH,m,
8410,SCB,m,
8411,SFL,m,
8412,SSC,m,
8413,SRG,m,
8414,SKK,m,
8415,SEL,m,
8416,SHL,m,
8417,SLS,m,
8418,SDM,m,
8419,SRO,m,
8420,SIC,m,
8421,SVR,m,
8422,Silvertown and City Airport,m,
8423,Sinfin Central,m,
8424,Sinfin North,m,
8425,SIN,m,
8426,SMA,m,
8427,SAT,m,
8428,SOH,m,
8429,SRU,m,
8430,Southampton Royal Pier,m,
8431,SIA,m,
8432,SOC,m,
8433,SBR,m,
8434,SPR,m,
8435,SBS,m,
8436,SNH,m,
8437,STM,m,
8438,Saint Peter Port,m,
8439,HFS - Stainforth,m,
8440,SMH,m,
8441,SFO,m,
8442,SNT,m,
8443,SPS,m,
8444,STV,m,
8445,SWR,m,
8446,SKS,m,
8447,CSD - Stoke d'Abernon,m,
8448,STR - Stranraer Harbour,m,
8449,SRF,m,
8450,STF,m,
8451,SUD,m,
8452,SDH,m,
8453,SUM,m,
8454,TBT,m,
8455,THH,m,
8456,TLK,m,
8457,TEO,m,
8458,THB,m,
8459,TPB,m,
8460,TIL,m,
8461,TEE,m,
8462,TOB,m,
8463,STO - Tottenham South,m,
8464,TYL,m,
8465,UTY - Tyndrum Upper,m,
8466,ULC,m,
8467,ULP,m,
8468,ULV,m,
8469,UMB,m,
8470,UPL,m,
8471,UPH,m,
8472,UHL,m,
8473,WLG,m,
8474,WNP,m,
8475,Watford West,m,
8476,WAS,m,
8477,WED,m,
8478,NWB - Wembley North,m,
8479,WCX,m,
8480,WMS,m,
8481,KKM - Wesham,m,
8482,West Cowes,m,
8483,WHD,m,
8484,WHR,m,
8485,WKB,m,
8486,WNL,m,
8487,WCR,m,
8488,WMR,m,
8489,RGW - Wilpshire,m,
8490,WIH,m,
8491,Windsor and Eton,m,
8492,WGR,m,
8493,WWW,m,
8494,YOK,m,
8495,Sheffield Park,m,
8496,Sidmouth,m,
8497,ALR,m,
8498,Bordon,m,
8499,Bridport,m,
8500,CFC,m,
8501,Dorchester,m,
8502,HAR,e,
8503,HXX - Heathrow Airport,m,
8504,Perston?,m,
8505,Horsted Keynes,e,
8506,HYZ,m,
8507,Kingscote,m,
8508,Lyme Regis,m,
8509,Medstead,m,
8510,Medstead and Four Marks,m,
8511,NOD,m,
8512,Paulsgrove,m,
8513,ROM,m,
8514,Ropley,m,
8515,SGE,m,
8516,West Hoathley,m,
8517,BCC,m,
8518,BHC,m,
8519,AUD,m,
8520,ALB,m,
8521,ASG,m,
8522,ALV,m,
8523,AXP,m,
8524,ALT,m,
8525,ARL,m,
8526,ASY,m,
8527,APG,m,
8528,BNL,m,
8529,CIR - Barnsbury,m,
8530,BAV,m,
8531,BAY,m,
8532,BYC,m,
8533,BPT,m,
8534,BFF,m,
8535,BSB,m,
8536,BYB,m,
8537,BNE,m,
8538,BOP,m,
8539,BML,m,
8540,BCN,m,
8541,BRC,m,
8542,BSP,m,
8543,BPK,m,
8544,BCK,m,
8545,BLW,m,
8546,BUD - Cumbria,m,
8547,BUU,m,
8548,BUI - Strathclyde,m,
8549,BUJ,m,
8550,PNC - Butlins Penychain,m,
8551,CGW,m,
8552,CMD,m,
8553,Canning Town,m,
8554,CNN,m,
8555,CBB,m,
8556,CDO,m,
8557,CDR,m,
8558,CLU,m,
8559,CAY,m,
8560,CDY,m,
8561,CBP,m,
8562,CCT,m,
8563,CAU,m,
8564,CYB,m,
8565,CFH,m,
8566,CHW,m,
8567,CEF,m,
8568,CHC,m,
8569,CEL,m,
8570,CHN,m,
8571,CHI,m,
8572,CLT - Clacton,m,
8573,CPT,m,
8574,CKS,m,
8575,CYK,m,
8576,COA,m,
8577,CNE,m,
8578,CON,m,
8579,CNP,m,
8580,CNW,m,
8581,CKH,m,
8582,CKL,m,
8583,CGD,m,
8584,CSG,m,
8585,CWH,m,
8586,CFF,m,
8587,CKT,m,
8588,BLN - Crosby,m,
8589,CSO,m,
8590,CRH,m,
8591,Croxley Green,m,
8592,CUD,m,
8593,CUF,m,
8594,CUA,m,
8595,CUB,m,
8596,DDK,m,
8597,DLR,m,
8598,DLY,m,
8600,DZY,m,
8601,DLM,m,
8602,DNM,m,
8603,DGC,m,
8604,DTN,m,
8605,DBR,m,
8606,DIN,m,
8607,DTG,m,
8608,DIS,m,
8609,DLG,m,
8610,DWD,m,
8611,DVC,m,
8612,,,
8613,,,
8614,,,
8615,,,
8616,,,
8617,,,
8618,,,
8619,,,
8620,,,
8621,,,
8622,,,
8623,,,
8624,,,
8625,,,
8626,,,
8627,,,
8628,,,
8629,,,
8630,,,
8631,,,
8632,,,
8633,,,
8634,,,
8635,,,
8636,,,
8637,,,
8638,,,
8639,,,
8640,,,
8641,,,
8642,,,
8643,,,
8644,,,
8645,,,
8646,,,
8647,,,
8648,,,
8649,,,
8650,,,
8651,,,
8652,,,
8653,,,
8654,,,
8655,,,
8656,,,
8657,,,
8658,,,
8659,,,
8660,,,
8661,,,
8662,,,
8663,,,
8665,,,
8666,,,
8667,,,
8668,,,
8669,,,
8670,,,
8671,,,
8672,,,
8673,,,
8674,,,
8675,,,
8676,,,
8677,,,
8678,,,
8679,,,
8680,,,
8681,,,
8682,,,
8683,,,
8684,,,
8685,,,
8686,,,
8687,,,
8688,,,
8689,,,
8690,,,
8691,,,
8692,,,
8693,,,
8694,,,
8695,,,
8696,,,
8697,,,
8698,,,
8699,,,
8700,,,
8701,,,
8702,,,
8703,,,
8704,,,
8705,,,
8706,,,
8707,,,
8708,,,
8709,,,
8710,,,
8711,,,
8712,,,
8713,,,
8714,,,
8715,,,
8716,,,
8717,,,
8718,,,
8719,,,
8720,,,
8721,,,
8722,,,
8723,,,
8724,,,
8725,,,
8726,,,
8727,,,
8728,,,
8729,,,
8730,,,
8731,,,
8732,,,
8733,,,
8734,,,
8735,,,
8736,,,
8737,,,
8738,,,
8739,,,
8740,,,
8741,,,
8742,,,
8743,,,
8744,,,
8745,,,
8746,,,
8747,,,
8748,,,
8749,,,
8750,,,
8751,,,
8752,,,
8753,,,
8754,,,
8755,,,
8756,,,
8757,,,
8758,,,
8759,,,
8760,,,
8761,,,
8762,,,
8763,,,
8764,,,
8765,,,
8766,,,
8767,,,
8769,,,
8770,,,
8771,,,
8772,,,
8773,,,
8774,,,
8775,,,
8776,,,
8777,,,
8778,,,
8779,,,
8780,,,
8781,,,
8782,,,
8783,,,
8784,,,
8785,,,
8786,,,
8787,,,
8788,,,
8789,,,
8790,,,
8791,,,
8792,,,
8793,,,
8795,,,
8796,,,
8797,,,
8798,,,
8799,,,
8800,,,
8801,,,
8802,,,
8803,,,
8804,,,
8805,,,
8806,,,
8807,,,
8809,,,
8810,,,
8811,,,
8812,,,
8813,,,
8814,,,
8815,,,
8816,,,
8817,,,
8818,,,
8819,,,
8820,,,
8821,,,
8822,,,
8823,,,
8828,,,
8831,,,
8832,,,
8833,,,
8834,,,
8841,,,
8847,,,
8848,,,
8850,,,
8851,,,
8853,,,
8855,,,
8856,,,
8857,,,
8858,,,
8859,,,
8861,,,
8862,,,
8863,,,
8865,,,
8866,,,
8867,,,
8868,,,
8869,,,
8870,,,
8871,,,
8872,,,
8873,,,
8874,,,
8876,,,
8877,,,
8878,,,
8879,,,
8880,,,
8881,,,
8882,,,
8883,,,
8884,,,
8885,,,
8886,,,
8887,,,
8889,,,
8891,,,
8892,,,
8893,,,
8894,,,
8895,,,
8896,,,
8897,,,
8898,,,
8899,,,
8900,,,
8901,,,
8902,,,
8903,,,
8904,,,
8905,,,
8906,,,
8907,,,
8908,,,
8909,,,
8910,,,
8911,,,
8912,,,
8913,,,
8914,,,
8915,,,
8916,,,
8917,,,
8918,,,
8919,,,
8920,,,
8921,,,
8922,,,
8923,,,
8924,,,
8925,,,
8926,,,
8927,,,
8928,,,
8929,,,
8930,,,
8931,,,
8932,,,
8933,,,
8934,,,
8935,,,
8936,,,
8937,,,
8938,,,
8939,,,
8940,,,
8941,,,
8942,,,
8943,,,
8944,,,
8945,,,
8946,,,
8947,,,
8948,,,
8949,,,
8950,,,
8951,,,
8952,,,
8979,,,
8980,,,
8981,,,
8982,,,
8983,,,
8984,,,
8985,,,
8986,,,
8987,,,
8988,,,
8989,,,
8990,,,
8991,,,
8992,,,
8993,,,
8994,,,
8995,,,
8996,,,
8997,,,
8998,,,
8999,,,
9000,,,
9001,,,
9002,,,
9003,,,
9004,,,
9005,,,
9006,,,
9007,,,
9008,,,
9009,,,
9010,,,
9011,,,
9012,,,
9013,,,
9014,,,
9015,,,
9016,,,
9017,,,
9018,,,
9019,,,
9020,,,
9021,,,
9022,,,
9023,,,
9024,,,
9025,,,
9026,,,
9030,,,
9031,,,
9033,,,
9034,,,
9035,,,
9036,,,
9037,,,
9038,,,
9039,,,
9040,,,
9041,,,
9042,,,
9043,,,
9044,,,
9045,,,
9046,,,
9047,,,
9048,,,
9049,,,
9050,,,
9051,,,
9052,,,
9053,,,
9054,,,
9055,,,
9056,,,
9057,,,
9058,,,
9059,,,
9060,,,
9061,,,
9062,,,
9063,,,
9064,,,
9065,,,
9066,,,
9067,,,
9068,,,
9069,,,
9070,,,
9071,,,
9072,,,
9073,,,
9074,,,
9075,,,
9076,,,
9077,,,
9078,,,
9079,,,
9080,,,
9081,,,
9082,,,
9083,,,
9084,,,
9085,,,
9086,,,
9087,,,
9088,,,
9089,,,
9090,,,
9091,,,
9092,,,
9093,,,
9094,,,
9095,,,
9096,,,
9097,,,
9098,,,
9099,,,
9100,,,
9101,,,
9102,,,
9103,,,
9104,,,
9105,,,
9106,,,
9107,,,
9108,,,
9109,,,
9110,,,
9111,,,
9112,,,
9113,,,
9114,,,
9115,,,
9116,,,
9117,,,
9118,,,
9119,,,
9120,,,
9121,,,
9122,,,
9123,,,
9124,,,
9125,,,
9126,,,
9127,,,
9129,,,
9130,,,
9131,,,
9132,,,
9133,,,
9134,,,
9135,,,
9136,,,
9137,,,
9138,,,
9139,,,
9140,,,
9141,,,
9142,,,
9143,,,
9144,,,
9145,,,
9146,,,
9147,,,
9148,,,
9149,,,
9150,,,
9151,,,
9152,,,
9153,,,
9154,,,
9155,,,
9156,,,
9157,,,
9158,,,
9159,,,
9160,,,
9161,,,
9162,,,
9163,,,
9164,,,
9165,,,
9166,,,
9167,,,
9168,,,
9169,,,
9170,,,
9171,,,
9172,,,
9173,,,
9174,,,
9175,,,
9176,,,
9177,,,
9178,,,
9179,,,
9180,,,
9181,,,
9182,,,
9183,,,
9184,,,
9185,,,
9186,,,
9187,,,
9188,,,
9189,,,
9190,,,
9191,,,
9192,,,
9193,,,
9194,,,
9195,,,
9196,,,
9197,,,
9198,,,
9199,,,
9200,,,
9201,,,
9202,,,
9203,,,
9204,,,
9205,,,
9206,,,
9207,,,
9208,,,
9209,,,
9210,,,
9211,,,
9212,,,
9213,,,
9214,,,
9215,,,
9216,,,
9217,,,
9218,,,
9219,,,
9220,,,
9221,,,
9222,,,
9223,,,
9224,,,
9225,,,
9226,,,
9227,,,
9228,,,
9229,,,
9230,,,
9231,,,
9232,,,
9233,,,
9234,,,
9237,,,
9238,,,
9239,,,
9240,,,
9241,,,
9242,,,
9243,,,
9244,,,
9245,,,
9246,,,
9247,,,
9248,,,
9249,,,
9250,,,
9251,,,
9252,,,
9253,,,
9255,,,
9256,,,
9257,,,
9258,,,
9259,,,
9260,,,
9261,,,
9262,,,
9263,,,
9265,,,
9266,,,
9267,,,
9268,,,
9269,,,
9271,,,
9272,,,
9273,,,
9274,,,
9275,,,
9276,,,
9277,,,
9278,,,
9279,,,
9280,,,
9281,,,
9282,,,
9283,,,
9284,,,
9285,,,
9286,,,
9287,,,
9288,,,
9289,,,
9290,,,
9291,,,
9292,,,
9293,,,
9294,,,
9295,,,
9296,,,
9297,,,
9298,,,
9299,,,
9300,,,
9301,,,
9302,,,
9303,,,
9304,,,
9305,,,
9306,,,
9307,,,
9308,,,
9309,,,
9310,,,
9311,,,
9312,,,
9313,,,
9314,,,
9315,,,
9316,,,
9317,,,
9318,,,
9319,,,
9320,,,
9321,,,
9322,,,
9323,,,
9324,,,
9325,,,
9326,,,
9327,,,
9328,,,
9329,,,
9330,,,
9331,,,
9332,,,
9333,,,
9334,,,
9335,,,
9336,,,
9337,,,
9338,,,
9339,,,
9340,,,
9341,,,
9342,,,
9343,,,
9344,,,
9345,,,
9346,,,
9347,,,
9348,,,
9349,,,
9350,,,
9351,,,
9352,,,
9353,,,
9354,,,
9355,,,
9356,,,
9357,,,
9358,,,
9359,,,
9360,,,
9361,,,
9362,,,
9363,,,
9364,,,
9365,,,
9366,,,
9367,,,
9368,,,
9369,,,
9370,,,
9371,,,
9372,,,
9373,,,
9374,,,
9375,,,
9376,,,
9377,,,
9378,,,
9379,,,
9380,,,
9381,,,
9382,,,
9383,,,
9384,,,
9385,,,
9386,,,
9387,,,
9388,,,
9389,,,
9390,,,
9391,,,
9392,,,
9393,,,
9394,,,
9395,,,
9396,,,
9397,,,
9398,,,
9399,,,
9400,,,
9401,,,
9402,,,
9403,,,
9404,,,
9405,,,
9406,,,
9407,,,
9408,,,
9409,,,
9410,,,
9411,,,
9412,,,
9413,,,
9414,,,
9415,,,
9416,,,
9417,,,
9418,,,
9419,,,
9420,,,
9421,,,
9422,,,
9423,,,
9424,,,
9425,,,
9426,,,
9427,,,
9428,,,
9429,,,
9430,,,
9431,,,
9432,,,
9433,,,
9434,,,
9435,,,
9436,,,
9437,,,
9438,,,
9439,,,
9440,,,
9441,,,
9442,,,
9443,,,
9444,,,
9445,,,
9446,,,
9447,,,
9448,,,
9449,,,
9450,,,
9451,,,
9452,,,
9453,,,
9454,,,
9455,,,
9456,,,
9457,,,
9458,,,
9459,,,
9460,,,
9461,,,
9462,,,
9463,,,
9464,,,
9465,,,
9466,,,
9467,,,
9468,,,
9469,,,
9470,,,
9471,,,
9472,,,
9473,,,
9474,,,
9475,,,
9476,,,
9477,,,
9478,,,
9479,,,
9480,,,
9481,,,
9482,,,
9483,,,
9484,,,
9485,,,
9486,,,
9487,,,
9488,,,
9489,,,
9490,,,
9491,,,
9492,,,
9493,,,
9494,,,
9495,,,
9496,,,
9497,,,
9498,,,
9499,,,
9500,,,
9501,,,
9502,,,
9503,,,
9504,,,
9505,,,
9506,,,
9507,,,
9508,,,
9509,,,
9510,,,
9511,,,
9512,,,
9513,,,
9514,,,
9515,,,
9516,,,
9517,,,
9518,,,
9519,,,
9520,,,
9521,,,
9522,,,
9523,,,
9524,,,
9525,,,
9526,,,
9527,,,
9528,,,
9529,,,
9530,,,
9531,,,
9532,,,
9533,,,
9534,,,
9535,,,
9536,,,
9537,,,
9538,,,
9539,,,
9540,,,
9541,,,
9542,,,
9543,,,
9544,,,
9545,,,
9546,,,
9547,,,
9548,,,
9549,,,
9550,,,
9551,,,
9552,,,
9553,,,
9554,,,
9555,,,
9556,,,
9557,,,
9558,,,
9559,,,
9560,,,
9561,,,
9562,,,
9563,,,
9564,,,
9565,,,
9566,,,
9567,,,
9568,,,
9569,,,
9570,,,
9571,,,
9572,,,
9573,,,
9574,,,
9575,,,
9577,,,
9578,,,
9579,,,
9580,,,
9581,,,
9582,,,
9583,,,
9584,,,
9585,,,
9586,,,
9587,,,
9588,,,
9589,,,
9590,,,
9591,,,
9592,,,
9593,,,
9594,,,
9595,,,
9596,,,
9597,,,
9598,,,
9600,,,
9601,,,
9602,,,
9603,,,
9604,,,
9605,,,
9606,,,
9607,,,
9608,,,
9609,,,
9610,,,
9611,,,
9612,,,
9613,,,
9614,,,
9615,,,
9616,,,
9617,,,
9618,,,
9619,,,
9620,,,
9621,,,
9622,,,
9623,,,
9624,,,
9625,,,
9626,,,
9627,,,
9628,,,
9629,,,
9630,,,
9631,,,
9632,,,
9633,,,
9634,,,
9635,,,
9636,,,
9637,,,
9638,,,
9639,,,
9640,,,
9641,,,
9642,,,
9643,,,
9644,,,
9645,,,
9646,,,
9647,,,
9648,,,
9649,,,
9650,,,
9651,,,
9652,,,
9653,,,
9654,,,
9655,,,
9656,,,
9657,,,
9658,,,
9659,,,
9660,,,
9661,,,
9662,,,
9663,,,
9665,,,
9666,,,
9667,,,
9668,,,
9669,,,
9670,,,
9671,,,
9672,,,
9673,,,
9674,,,
9675,,,
9676,,,
9677,,,
9678,,,
9679,,,
9680,,,
9681,,,
9682,,,
9683,,,
9684,,,
9685,,,
9686,,,
9687,,,
9688,,,
9689,,,
9690,,,
9691,,,
9692,,,
9693,,,
9694,,,
9695,,,
9696,,,
9697,,,
9698,,,
9699,,,
9700,,,
9701,,,
9702,,,
9703,,,
9704,,,
9705,,,
9706,,,
9707,,,
9708,,,
9709,,,
9710,,,
9711,,,
9712,,,
9713,,,
9714,,,
9715,,,
9716,,,
9717,,,
9718,,,
9719,,,
9720,,,
9721,,,
9722,,,
9723,,,
9724,,,
9725,,,
9726,,,
9727,,,
9728,,,
9729,,,
9730,,,
9731,,,
9732,,,
9733,,,
9734,,,
9735,,,
9736,,,
9737,,,
9738,,,
9739,,,
9740,,,
9741,,,
9742,,,
9743,,,
9744,,,
9745,,,
9746,,,
9747,,,
9748,,,
9749,,,
9750,,,
9751,,,
9752,,,
9753,,,
9754,,,
9755,,,
9756,,,
9757,,,
9758,,,
9759,,,
9760,,,
9761,,,
9762,,,
9763,,,
9764,,,
9765,,,
9766,,,
9767,,,
9769,,,
9770,,,
9771,,,
9772,,,
9773,,,
9774,,,
9775,,,
9776,,,
9777,,,
9778,,,
9779,,,
9780,,,
9781,,,
9782,,,
9783,,,
9784,,,
9785,,,
9786,,,
9787,,,
9788,,,
9789,,,
9790,,,
9791,,,
9792,,,
9793,,,
9795,,,
9796,,,
9797,,,
9798,,,
9799,,,
9800,,,
9801,,,
9802,,,
9803,,,
9804,,,
9805,,,
9806,,,
9807,,,
9809,,,
9810,,,
9811,,,
9812,,,
9813,,,
9814,,,
9815,,,
9816,,,
9817,,,
9818,,,
9819,,,
9820,,,
9821,,,
9822,,,
9823,,,
9828,,,
9831,,,
9832,,,
9841,,,
9847,,,
9848,,,
9850,,,
9853,,,
9855,,,
9856,,,
9857,,,
9858,,,
9859,,,
9861,,,
9862,,,
9863,,,
9865,,,
9866,,,
9867,,,
9868,,,
9869,,,
9870,,,
9871,,,
9872,,,
9873,,,
9874,,,
9876,,,
9877,,,
9878,,,
9879,,,
9880,,,
9881,,,
9882,,,
9883,,,
9884,,,
9885,,,
9886,,,
9887,,,
9889,,,
9891,,,
9892,,,
9893,,,
9894,,,
9895,,,
9896,,,
9897,,,
9898,,,
9899,,,
9900,,,
9910,,,
9911,,,
9912,,,
9913,,,
9914,,,
9915,,,
9916,,,
9917,,,
9918,,,
9919,,,
9920,,,
9921,,,
9922,,,
9923,,,
9924,,,
9925,,,
9926,,,
9927,,,
9928,,,
9929,,,
9930,,,
9931,,,
9932,,,
9933,,,
9934,,,
9935,,,
9936,,,
9937,,,
9938,,,
9939,,,
9940,,,
9941,,,
9942,,,
9943,,,
9944,,,
9945,,,
9946,,,
9947,,,
9949,,,
9950,,,
9951,,,
9952,,,
10000,Gateshead,m,
10001,Gateshead,m,
10047,passengers holding cheap day return tickets are reminded,s,
10048,that these tickets are not valid for travel by this service,e,
10049,due to essential engineering work,s,
10050,many trains are revised for the coming weekend,m,
10051,and customers are advised to check the revised times,m,
10052,of their trains before travelling,e,
10053,and passengers are advised to check the revised times,m,
10054,of their trains before travelling,e,
10055,many trains are revised for the coming weekend,e,
10056,due to essential engineering work,s,
10057,many train services from this station today are revised,e,
10058,due to essential engineering work today,s,
10059,many train services from this station are revised,e,
10060,we apologise for any inconvenience that this may cause you,e,
10061,please listen for further announcements,e,
10062,customers for the railair coach service to,s,
10063,heathrow airport please proceed to the,m,
10064,station forecourt through the exit on platform 1,e,
10065,passengers with cycles are reminded that,e,
10066,cycle reservations are required for this service,e,
10067,you will not be allowed to put your cycle on the train,s,
10068,unless you hold a suitable reservation,e,
10069,im sorry to inform customers that due to,s,
10070,all london underground services have been suspended,e,
10071,im sorry to inform customers that,s,
10072,all croydon tramlink services have been suspended,e,
10073,silverlink metro tickets will be accepted on,s,
10074,south west trains service to,m,
10075,and on local bus services,e,
10076,district line tickets will be accepted on,m,
10077,south west trains services to,m,
10078,putney vauxhall and clapham junction,e,
10079,services to putney vauxhall and clapham junction,e,
10080,tickets to anglia railways destinations,s,
10081,tickets will be accepted on the ferry service to,s,
10082,please join the special bus service to connect with this service,e,
10083,will only be able to alight from the front two carriages,e,
10084,will only be able to alight from the front three carriages,e,
10085,will only be able to alight fron the front four carriages,e,
10086,will only be able to alight from the front five carriages,e,
10087,will only be able to alight from the front six carriages,e,
10088,will only be able to alight from the front seven carriages,e,
10089,will only be able to alight from the front eight carriages,e,
10090,will only be able to alight from the front nine carriages,e,
10091,will only be able to alight from the front ten carriages,e,
10092,please ensure you travel in the front two carriages for,s,
10093,please ensure you travel in the front three carriages for,s,
10094,please ensure you travel in the front four carriages for,s,
10095,please ensure you travel in the front five carriages for,s,
10096,please ensure you travel in the front six carriages for,s,
10097,please ensure you travel in the front seven carriages for,s,
10098,please ensure you travel in the front eight carriages for,s,
10099,please ensure you travel in the front nine carriages for,s,
10100,please ensure you travel in the front ten carriages for,s,
10101,the train at platform,s,
10102,is about to depart,e,
10103,if youre not intending to travel,s,
10104,please do not board this train,e,
10105,please stand clear of the train,e,
10106,please close all doors and stand clear of the train,e,
10107,the train now standing at platform,s,
10108,is the stopping service from,m,
10109,and forms the,m,
10110,is the service from,m,
10111,for a faster service to,s,
10112,please cross to platform two,e,
10113,please cross via the footbridge to platform,m,
10114,please cross via the subway to platform,m,
10115,we regret that,m,
10116,will not be served by the special bus service,e,
10117,change at,m,
10118,and stations to,m,
10119,for stations to,m,
10120,eastbourne and hastings,e,
10121,rail air coach link to,m,
10122,rail link bus service to,m,
10123,customers are advised that there will be a faster train for,s,
10124,swindon and bristol temple meads,m,
10125,arriving shortly,e,
10126,please remain on this platform to join this train,e,
10127,please go to platform,s,
10128,to join this train,e,
10129,first accomodation will be located in the blue zone,e,
10130,first accomodation will be located in the gold zone,e,
10131,first accomodation will be located in the purple zone,e,
10132,first accomodation will be located in the orange zone,e,
10133,first accomodation will be located in the front of the train,e,
10134,first accomodation will be located in the rear of the train,e,
10135,first accomodation will be located in the middle of the train,e,
10136,first premier accomodation will be located in the blue zone,e,
10137,first premier accomodation will be located in the gold zone,e,
10138,first premier accomodation will be located in the purple zone,e,
10139,first premier accomodation will be located in the orange zone,e,
10140,first premier accomodation will be located in the front of the train,e,
10141,first premier accomodation will be located in the rear of the train,e,
10142,first premier accomodation will be located in the middle of the train,e,
10189,passengers holding network saver return tickets,s,
10190,are reminded that,m,
10191,passengers holding network away break return tickets,s,
10192,are reminded that,m,
10193,please proceed to the station forecourt,m,
10194,through the exit on platform,m,
10195,for a special bus service to the ferry terminal,e,
10196,will find it situated behind the subway,e,
10197,for the benefit of customers with luggage,s,
10198,or who have difficulty using the stairs,m,
10199,please make full use of the entire length of the train,e,
10200,south west trains welcomes you to hampton court,e,
10201,we hope you had a pleasant journey,e,
10202,south west trains welcomes you to windsor and eaton,e,
10203,passengers for the wightlink service to the isle of wight,s,
10204,this train can be accessed from platform,s,
10205,please mind the gap between the train and the platform edge,e,
10206,all trains from platform,s,
10207,call at reading,e,
10208,emergency services attending an incident,m,
10209,adjacent to the railway line,e,
10210,please stand behind the yellow line,s,
10211,the gosport ferry and the historic dockyard,m,
10212,all trains for,s,
10213,all silverlink metro services have been suspended,e,
10214,there are two trains at platform,s,
10215,available on this train between,m,
10216,please make sure you join the correct train,e,
10217,a lift is available near the subway,e,
10218,a lift is available behind the subway,e,
10219,customers who wish to use the lift,s,
10220,will find it situated near the footbridge,e,
10221,,,
10222,,,
10223,,,
10224,,,
10225,,,
10226,,,
10227,,,
10228,,,
10229,,,
10230,,,
10231,,,
10232,,,
10233,,,
10234,,,
10235,,,
10236,,,
10237,,,
10238,,,
10239,,,
10240,,,
10241,,,
10242,,,
10243,,,
10244,,,
10245,,,
10246,,,
10247,,,
10248,,,
10249,,,
10250,,,
10251,,,
10252,,,
10253,,,
10254,,,
10255,,,
10256,,,
10257,,,
10258,,,
10259,,,
10260,,,
10261,,,
10262,,,
10263,,,
10264,,,
10265,,,
10266,,,
10267,,,
10268,,,
10269,,,
10270,,,
10271,,,
10272,,,
10273,,,
10274,,,
10275,,,
10276,,,
10277,,,
10278,,,
10279,,,
10280,,,
10281,,,
10282,,,
10283,,,
10284,,,
10285,,,
10286,,,
10287,,,
10288,,,
10289,,,
10290,,,
10291,,,
10292,,,
10293,,,
10294,,,
10295,,,
10296,,,
10297,,,
10298,,,
10299,,,
10300,,,
10302,,,
10303,,,
10304,,,
10305,,,
10306,,,
10307,,,
10308,,,
10309,,,
10316,,,
10317,,,
10318,,,
10326,,,
10329,,,
10330,,,
10331,,,
10332,,,
10333,,,
10334,,,
10335,,,
10336,,,
10337,,,
10338,,,
10339,,,
10340,,,
10341,,,
10349,,,
10358,,,
10363,,,
10370,,,
10373,,,
10378,,,
10393,,,
10415,,,
10430,,,
10431,,,
10433,,,
10435,,,
10436,,,
10437,,,
10439,,,
10441,,,
10442,,,
10443,,,
10444,,,
10445,,,
10446,,,
10447,,,
10448,,,
10449,,,
10450,,,
10451,,,
10452,,,
10453,,,
10454,,,
10455,,,
10456,,,
10457,,,
10458,,,
10459,,,
10460,,,
10461,,,
10462,,,
10463,,,
10464,,,
10465,,,
10466,,,
10467,,,
10468,,,
10469,,,
10470,,,
10471,,,
10472,,,
10473,,,
10474,,,
10475,,,
10476,,,
10477,,,
10478,,,
10479,,,
10480,,,
10481,,,
10482,,,
10483,,,
10484,,,
10485,,,
10486,,,
10487,,,
10488,,,
10489,,,
10490,,,
10491,,,
10492,,,
10493,,,
10495,,,
10496,,,
10497,,,
10498,,,
10500,,,
10501,,,
10502,,,
10503,,,
10504,,,
10506,,,
10508,,,
10509,,,
10510,,,
10511,,,
10512,,,
10513,,,
10514,,,
10515,,,
10516,,,
10517,,,
10518,,,
10519,,,
10520,,,
10522,,,
10523,,,
10524,,,
10525,,,
10526,,,
10527,,,
10528,,,
10529,,,
10530,,,
10531,,,
10532,,,
10533,,,
10534,,,
10535,,,
10536,,,
10537,,,
10538,,,
10539,,,
10540,,,
10541,,,
10542,,,
10543,,,
10544,,,
10545,,,
10546,,,
10547,,,
10548,,,
10549,,,
10550,,,
10551,,,
10552,,,
10553,,,
10554,,,
10555,,,
10556,,,
10557,,,
10558,,,
10559,,,
10560,,,
10561,,,
10562,,,
10563,,,
10564,,,
10565,,,
10566,,,
10567,,,
10569,,,
10570,,,
10571,,,
10572,,,
10573,,,
10574,,,
10575,,,
10576,,,
10577,,,
10578,,,
10579,,,
10580,,,
10581,,,
10582,,,
10583,,,
10584,,,
10585,,,
10586,,,
10587,,,
10588,,,
10589,,,
10590,,,
10591,,,
10599,,,
10600,,,
10601,,,
10602,,,
10603,,,
10604,,,
10605,,,
10606,,,
10607,,,
10608,,,
10609,,,
10610,,,
10611,,,
10612,,,
10620,,,
10621,,,
10622,,,
10623,,,
10624,,,
10625,,,
10626,,,
10627,,,
10628,,,
10629,,,
10630,,,
10631,,,
10632,,,
10640,,,
10641,,,
10642,,,
